Record ID,Intake Date,Intake Channel,311 SR Number,Business Category,Complaint Code,Business Unique ID,Business Name,Result Date,Result,Referred To,Contract Cancelled Amount,Refund Amount,Address Type,Building Nbr,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude,Month,Total Compensation,Satisfaction
018730-2023-CMPL,2023-09-20,311,311-15944620,Grocery-Retail,Advertising/Misleading - A02,BA-1635199-2023,FIESTA DELI & GRILL INC,09/21/2023,Referred,NYS Department of Agriculture and Markets,0.0,0.0,Complete Address,3343,108TH ST,,,,,CORONA,NY,11368,Queens,403.0,21.0,4042801.0,4017230031.0,QN26,1004.0,381.0,40.75715143931228,-73.86086636834678,2023-09,0.0,0
018731-2023-CMPL,2023-09-20,Online,,Supermarket,Price Not Posted; Required Signage Not Posted,BA-1447448-2022,"Royal Seafood Market, Inc",09/21/2023,Referred,Other,0.0,0.0,Complete Address,532,NEPTUNE AVE,,,,,BROOKLYN,NY,11224,Brooklyn,313.0,48.0,3426198.0,3072737501.0,BK23,2000.0,354.0,40.57986762106699,-73.9730254612614,2023-09,0.0,0
018732-2023-CMPL,2023-09-20,311,311-15944845,Misc Non-Food Retail,Advertising/Misleading - A02,BA-1294617-2022,GREEN ACRES FARMS INC.,10/31/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1160,UTICA AVE,,,,,BROOKLYN,NY,11203,Brooklyn,317.0,45.0,3105697.0,3047700006.0,BK91,1000.0,840.0,40.64408563640546,-73.9295745600228,2023-09,0.0,0
018733-2023-CMPL,2023-09-20,311,311-15944894,Furniture Sales,Exchange/Refund/Return,BA-1671240-2023,1 Stop Bedroom.com,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,24022,128TH RD,,,,,ROSEDALE,NY,11422,Queens,413.0,31.0,4277222.0,4128860053.0,QN05,1003.0,61602.0,40.68099703779674,-73.72699322272516,2023-09,0.0,0
018734-2023-CMPL,2023-09-20,311,,Restaurant,Unknown,BA-1664953-2023,ELIOS,10/23/2023,Credit Card Refund and/or Contract Cancelled - CRC,,0.0,13.0,Complete Address,3928,QUEENS BLVD,,,,,SUNNYSIDE,NY,11104,Queens,402.0,26.0,4002596.0,4001940023.0,QN31,3002.0,18101.0,40.7438907902871,-73.92501215595495,2023-09,13.0,0
018735-2023-CMPL,2023-09-20,311,311-15944956,Secondhand Dealer - Auto,Contract Terms Misleading or Not Disclosed,BA-1671241-2023,City World Imports Incorporated,11/01/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,3350,BOSTON RD,,,,,BRONX,NY,10469,Bronx,212.0,12.0,2060477.0,2047330001.0,BX03,3002.0,364.0,40.87452126719885,-73.85202934128586,2023-09,0.0,0
018736-2023-CMPL,2023-09-20,311,311-15944975,Misc Non-Food Retail,Unlicensed,BA-1671242-2023,no name,09/21/2023,No Jurisdiction,,0.0,0.0,Complete Address,4212,108TH ST,,,APT,1B,CORONA,NY,11368,Queens,404.0,21.0,4618400.0,4019860039.0,QN26,3001.0,403.0,40.74919364188536,-73.85798847435429,2023-09,0.0,0
018738-2023-CMPL,2023-09-20,311,311-15945034,Electronics Store,Advertising/Misleading - A02,BA-1671244-2023,VERIZON/VICTRA,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,515,FULTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3000302.0,3001450046.0,BK38,3006.0,15.0,40.69041057753373,-73.98470363069457,2023-09,0.0,0
018739-2023-CMPL,2023-09-20,Online,,Unknown,Unknown,,,09/22/2023,Referred,US Department of Transportation,0.0,0.0,Complete Address,89,E BROADWAY,,,,,NEW YORK,NY,10002,Manhattan,103.0,1.0,1003542.0,1002820032.0,MN27,6007.0,8.0,40.71375565440812,-73.99372708564157,2023-09,0.0,0
018740-2023-CMPL,2023-09-20,Online,,Grocery-Retail,Price Not Posted,BA-1671246-2023,David Teichman Inc,09/20/2023,Insufficient Info Received,,0.0,0.0,Complete Address,5001,18TH AVE,,,,,BROOKLYN,NY,11204,Brooklyn,312.0,44.0,3129468.0,3054610010.0,BK88,1003.0,474.0,40.62764799079581,-73.98164144417842,2023-09,0.0,0
018741-2023-CMPL,2023-09-20,311,311-15945346,Home Improvement Contractor,Unlicensed,BA-1598281-2023,YIDA RENOVATION INC.,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,7623,170TH ST,,,,,FRESH MEADOWS,NY,11366,Queens,408.0,24.0,4151646.0,4070000031.0,QN38,3006.0,1247.0,40.72593458942243,-73.79902423207058,2023-09,0.0,0
018742-2023-CMPL,2023-09-20,Online,,Electronics Store,Unknown,BA-1090689-2022,170 East 116 St Inc.,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,170,E 116TH ST,,,FRNT,A,NEW YORK,NY,10029,Manhattan,111.0,8.0,1052256.0,1016430044.0,MN34,3003.0,182.0,40.79827603850357,-73.94082465371908,2023-09,0.0,0
018744-2023-CMPL,2023-09-20,Online,,Supermarket,Unknown,BA-1671252-2023,KCB Bakery & Food Distributors Inc.,09/21/2023,Referred,Other,0.0,0.0,Complete Address,5634,56TH ST,,,,,MASPETH,NY,11378,Queens,402.0,26.0,4307982.0,4025730212.0,QN31,1004.0,219.0,40.72476925066589,-73.91484886967139,2023-09,0.0,0
018745-2023-CMPL,2023-09-20,311,311-15945581,Supermarket,Non-Delivery of Goods - N01,BA-1671253-2023,lidyl,09/21/2023,No Jurisdiction,,0.0,0.0,Complete Address,283,PLATINUM AVE,,,,,STATEN ISLAND,NY,10314,Staten Island,502.0,51.0,5039660.0,5024000375.0,SI24,2011.0,27702.0,40.57869398058562,-74.1679787215211,2023-09,0.0,0
018746-2023-CMPL,2023-09-20,311,,Home Improvement Contractor,Exchange Goods/Contract Cancelled - E01; Exchange/Refund/Return,BA-1665557-2023,Rainbow Home Improvement,10/25/2023,No Business Response - NVR,,0.0,0.0,Complete Address,602,W 139TH ST,,,,,NEW YORK,NY,10031,Manhattan,109.0,7.0,1062303.0,1020870038.0,MN04,2001.0,225.0,40.82281423928861,-73.95364743424072,2023-09,0.0,0
018747-2023-CMPL,2023-09-20,311,311-15945655,Grocery-Retail,Advertising/Misleading - A02,BA-1551353-2022,SS Natural,10/02/2023,Information Provided,,0.0,0.0,Complete Address,7256,AUSTIN ST,,,,,FOREST HILLS,NY,11375,Queens,406.0,29.0,4077932.0,4032550067.0,QN17,2000.0,737.0,40.718658175121504,-73.84115255504574,2023-09,0.0,0
018748-2023-CMPL,2023-09-20,Hardcopy,,Home Improvement Contractor,Contract or Billing Dispute,BA-1196681-2022,Don't FAH-GET HOME IMPROVEMENTS LLC,01/24/2024,No Business Response - NVR,,0.0,0.0,Complete Address,44,COURT ST,,,STE,1217,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3002242.0,3002550001.0,BK09,1002.0,9.0,40.6925905861397,-73.9909632355784,2023-09,0.0,0
018749-2023-CMPL,2023-09-20,311,311-15945807,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1671256-2023,MAIL AND PACKAGE,09/21/2023,Referred,Other,0.0,0.0,Complete Address,1510,CASTLE HILL AVE,,,,,BRONX,NY,10462,Bronx,210.0,18.0,2115744.0,2039670005.0,BX59,2007.0,20601.0,40.836680313019,-73.85226167335989,2023-09,0.0,0
018750-2023-CMPL,2023-09-20,Hardcopy,,Unknown,Other - Z01,BA-1019557-2022,CON EDISON,09/20/2023,Referred,NYS Public Service Commission,0.0,0.0,Complete Address,281,11TH AVE,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1080275.0,1006740001.0,MN13,1018.0,99.0,40.752119160725655,-74.00466318157565,2023-09,0.0,0
018751-2023-CMPL,2023-09-20,311,311-15945770,Auto Rental,Non-Delivery of Service - N02; Exchange/Refund/Return,BA-1671260-2023,Omair Majeed,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,559,W 185TH ST,,,,,NEW YORK,NY,10033,Manhattan,112.0,10.0,1063785.0,1021570062.0,MN35,5000.0,269.0,,,2023-09,0.0,0
018752-2023-CMPL,2023-09-20,311,311-15946301,Electronics Store,Price Gouging,BA-1671264-2023,ambush alarm electronics,09/21/2023,Referred,Other,0.0,0.0,Complete Address,2012,AVENUE T,,,,,BROOKLYN,NY,11229,Brooklyn,315.0,48.0,3198302.0,3073250005.0,BK44,1001.0,578.0,40.6016570471396,-73.95158987349244,2023-09,0.0,0
018753-2023-CMPL,2023-09-20,311,311-15946439,Misc Non-Food Retail,Exchange/Refund/Return,BA-1210610-2022,DEAL 99 CENTS INC,11/01/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,20520,HILLSIDE AVE,,,,,HOLLIS,NY,11423,Queens,412.0,23.0,4223641.0,4104980044.0,QN06,3000.0,478.0,40.72074923518736,-73.76006350669029,2023-09,0.0,0
018754-2023-CMPL,2023-09-20,311,311-15946446,Supermarket,Non-Delivery of Goods - N01,BA-1671270-2023,Net Cost Market,10/21/2023,Requested Information Not Provided,,0.0,0.0,Cross Street (Intersection),,65 AVENUE,QUEENS BOULEVARD,,,,Unknown,NY,11374,Queens,406.0,29.0,,,,,69701.0,40.72856966923715,-73.85808654543489,2023-09,0.0,0
018756-2023-CMPL,2023-09-20,Online,,Process Server Individual,Other - Z01,BA-1671505-2023,Jack Markowicz,10/31/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1590,MADISON AVE,,,APT,12G,NEW YORK,NY,10029,Manhattan,111.0,9.0,1051514.0,1016120001.0,MN33,2001.0,17401.0,40.79405040317712,-73.94919275426471,2023-09,0.0,0
018757-2023-CMPL,2023-09-20,311,311-15946802,Tenant Screening,Non-Delivery of Goods - N01,BA-1671276-2023,Living Emerald,09/21/2023,Referred,Other,0.0,0.0,Complete Address,4,DECATUR ST,,,,,BROOKLYN,NY,11216,Brooklyn,303.0,36.0,3053645.0,3018570033.0,BK75,2001.0,269.0,40.68035976218114,-73.94282932875696,2023-09,0.0,0
018758-2023-CMPL,2023-09-20,311,311-15946894,Hotel/Motel,Billing Dispute - B02,BA-1671278-2023,Marriott Hotel,11/01/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,109,E 42ND ST,,,,,NEW YORK,NY,10017,Manhattan,105.0,4.0,1035383.0,1012800030.0,MN19,1009.0,92.0,40.75186170424301,-73.97703428017383,2023-09,0.0,0
018759-2023-CMPL,2023-09-20,311,311-15946925,Tow Truck Company,Lost/Stolen/Damaged Property,BA-1671279-2023,Ken Den Wrecking,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1908,SHORE PKWY,,,,,BROOKLYN,NY,11214,Brooklyn,313.0,47.0,3427233.0,3069440010.0,BK26,2002.0,314.0,40.58935662074178,-73.99320950110084,2023-09,0.0,0
018760-2023-CMPL,2023-09-20,311,311-15946928,Garage & Parking Lot,Over Capacity,BA-1671280-2023,East 71 Street Garage,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,135,E 71ST ST,,,,,NEW YORK,NY,10021,Manhattan,108.0,4.0,1042806.0,1014060017.0,MN40,3001.0,128.0,,,2023-09,0.0,0
018761-2023-CMPL,2023-09-20,Online,,Debt Collection Agency,Unauthorized charges,BA-1671283-2023,City of New York,01/28/2025,Duplicate Complaint - DUP,,0.0,0.0,Complete Address,208,ATLANTIC AVE,,,APT,3D,STATEN ISLAND,NY,10305,Staten Island,502.0,50.0,5106035.0,5033310012.0,SI36,1007.0,9602.0,40.59158752578061,-74.0915884000067,2023-09,0.0,0
018762-2023-CMPL,2023-09-20,Online,,Furniture Sales,Wrong Goods - W01,BA-1224658-2022,"Furniture Mania, Inc.",09/27/2023,Resolved and Consumer Satisfied - SPF,,0.0,0.0,Complete Address,14901,JAMAICA AVE,,,,,JAMAICA,NY,11435,Queens,412.0,27.0,4206835.0,4096790089.0,QN61,3000.0,240.0,40.70192874902945,-73.80535759995416,2023-09,0.0,1
018763-2023-CMPL,2023-09-20,Hardcopy,,Secondhand Dealer - Auto,Unknown,BA-1671285-2023,BUCAL AUTO MALL,10/20/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,2859,FLATBUSH AVE,,,,,BROOKLYN,NY,11234,Brooklyn,318.0,46.0,3425369.0,3085910150.0,BK99,1002.0,70202.0,40.6020385759517,-73.91403308261,2023-09,0.0,0
018764-2023-CMPL,2023-09-20,Online,,Retail Store,Non-Delivery of Goods - N01,BA-1661662-2023,Lowe's Home Improvement store,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,25301,ROCKAWAY BLVD,,,,,ROSEDALE,NY,11422,Queens,413.0,31.0,,,QN05,1009.0,664.0,40.63604608684373,-73.74025605661087,2023-09,0.0,0
018765-2023-CMPL,2023-09-20,311,,Electronics Store,Unknown,BA-1665597-2023,MetroPCS,03/04/2024,Duplicate Complaint - DUP,,0.0,0.0,Complete Address,999,SOUTHERN BLVD,,,,,BRONX,NY,10459,Bronx,202.0,17.0,2005781.0,2027240167.0,BX27,1000.0,159.0,40.8227151346007,-73.89178032034424,2023-09,0.0,0
12418-2023-CMPL,2023-07-03,311,311-15028613,Tow Truck Company,Unknown,BA-1119038-2022,BROOKLYN EXPRESS TOWING INC.,09/25/2023,Requested Information Not Provided,-,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-07,0.0,0
018766-2023-CMPL,2023-09-20,311,,Electronics Store,Defective Goods - D02,BA-1665597-2023,MetroPCS,10/16/2023,No Consumer Response - NCR,,0.0,0.0,Complete Address,999,SOUTHERN BLVD,,,,,BRONX,NY,10459,Bronx,202.0,17.0,2005781.0,2027240167.0,BX27,1000.0,159.0,40.8227151346007,-73.89178032034424,2023-09,0.0,0
018767-2023-CMPL,2023-09-20,311,311-15947521,Wearing Apparel,Non-Delivery of Goods - N01,BA-1671287-2023,Men's Warehouse,09/22/2023,Referred,Other,0.0,0.0,Complete Address,2021,BARTOW AVE,,,,,BRONX,NY,10475,Bronx,210.0,12.0,2072354.0,2051410102.0,BX13,9003.0,46201.0,40.86907659084234,-73.8306550192375,2023-09,0.0,0
018768-2023-CMPL,2023-09-20,Hardcopy,,Unknown,Other - Z01,BA-1671289-2023,"Jay Suites II, LLC",09/20/2023,Referred,Better Business Bureau,0.0,0.0,Complete Address,10,TIMES SQ,,,,6,NEW YORK,NY,10018,Manhattan,105.0,3.0,1022569.0,1009930055.0,MN17,1008.0,113.0,40.75467659788853,-73.98676067587719,2023-09,0.0,0
018769-2023-CMPL,2023-09-20,Online,,Locksmith,Overcharge,BA-1670592-2023,My Key 24 Hour Locksmith,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,9605,37TH AVE,,,,,CORONA,NY,11368,Queens,403.0,21.0,4043102.0,4017370033.0,QN26,1004.0,375.0,40.75159653214628,-73.87068791072942,2023-09,0.0,0
018770-2023-CMPL,2023-09-20,311,311-15947771,Employment Agency,Advertising/Misleading - A02,BA-1244389-2022,CENTER FOR EMPLOYMENT OPPORTUNITIES,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,50,BROADWAY,,,,,NEW YORK,NY,10004,Manhattan,101.0,1.0,1000813.0,1000220024.0,MN25,1002.0,9.0,40.70644855960819,-74.01276086158806,2023-09,0.0,0
018771-2023-CMPL,2023-09-20,Online,,Secondhand Dealer - Auto,Breach of Warranty - B04; Overcharge,BA-1546075-2022,Victory Mitsubishi,11/24/2023,Resolved and Consumer Satisfied - SPF,,0.0,0.0,Complete Address,4070,BOSTON RD,,,,,BRONX,NY,10475,Bronx,212.0,12.0,2101591.0,2052750006.0,BX13,1007.0,46202.0,40.885544990593246,-73.82894585166179,2023-09,0.0,1
018772-2023-CMPL,2023-09-20,311,311-15948051,Grocery-Retail,Unlicensed,BA-1671295-2023,Red And Black Convience Store,10/02/2023,Insufficient Info Received,,0.0,0.0,Complete Address,355,VICTORY BLVD,,,,,STATEN ISLAND,NY,10301,Staten Island,501.0,49.0,5002746.0,5001150071.0,SI35,2000.0,75.0,40.63346082864269,-74.08616231797973,2023-09,0.0,0
018773-2023-CMPL,2023-09-20,311,311-15948056,Specialized Vending License - MFV,Sidewalk Blocked,BA-1671298-2023,Black seed watermelon,09/21/2023,Referred,NYC Department of Sanitation,0.0,0.0,Complete Address,680,SAINT NICHOLAS AVE,,,,,NEW YORK,NY,10030,Manhattan,,,,,,,,,,2023-09,0.0,0
018774-2023-CMPL,2023-09-20,311,311-15948249,Tobacco Retail Dealer,Unlicensed,BA-1378339-2022,M & B SCOTY INC.,09/25/2023,Information Provided,,0.0,0.0,Complete Address,2636,GERRITSEN AVE,,,,,BROOKLYN,NY,11229,Brooklyn,315.0,46.0,3250076.0,3089390841.0,BK17,2018.0,628.0,40.59446363399331,-73.9269515360188,2023-09,0.0,0
018777-2023-CMPL,2023-09-20,Online,,Health Spa,Exchange/Refund/Return,BA-1351275-2022,Infinite Beauty,10/25/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,955,MADISON AVE,,,,,NEW YORK,NY,10021,Manhattan,108.0,4.0,1041695.0,1013900023.0,MN40,1001.0,130.0,40.773824523030186,-73.96393160281248,2023-09,0.0,0
018778-2023-CMPL,2023-09-20,311,311-15949214,Restaurant,Cashless Business,BA-1671306-2023,Gem Wine,10/25/2023,Complaint Review Complete,,0.0,0.0,Complete Address,297,BROOME ST,,,,,NEW YORK,NY,10002,Manhattan,103.0,1.0,1005568.0,1004180042.0,MN27,6001.0,18.0,40.718671417833946,-73.9920635828291,2023-09,0.0,0
018779-2023-CMPL,2023-09-20,311,311-15949342,Supermarket,Unsanitary conditions,BA-1671307-2023,RNM Main Street Supermarket,09/21/2023,Referred,NYC Department of Health & Mental Hygiene,0.0,0.0,Complete Address,7605,MAIN ST,,,,,FLUSHING,NY,11367,Queens,408.0,24.0,4000000.0,4066660001.0,QN37,2003.0,77907.0,40.722548709748885,-73.81961265376056,2023-09,0.0,0
018781-2023-CMPL,2023-09-20,311,311-15949603,Grocery-Retail,Price Not Posted,BA-1671311-2023,stop one deli,10/02/2023,Referred,NYC Department of Environmental Protection,0.0,0.0,Complete Address,320,LAFAYETTE AVE,,,,,BROOKLYN,NY,11238,Brooklyn,302.0,35.0,3055567.0,3019480001.0,BK69,1000.0,231.0,40.6885583321615,-73.96274092470335,2023-09,0.0,0
018782-2023-CMPL,2023-09-20,311,311-15949652,Restaurant,Cashless Business,BA-1530039-2022,VAN LEEUWEN ICE CREAM,10/25/2023,Complaint Review Complete,,0.0,0.0,Complete Address,20,HUDSON YARDS,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1088961.0,1007027501.0,MN13,1015.0,99.0,40.75304423439571,-74.0002815272553,2023-09,0.0,0
018783-2023-CMPL,2023-09-20,311,311-15949765,Electronics Store,Billing Dispute - B02,BA-1671313-2023,day wireless inc,11/01/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,5915,8TH AVE,,,,,BROOKLYN,NY,11220,Brooklyn,312.0,43.0,3140841.0,3057070001.0,BK34,2001.0,104.0,40.635924633684034,-74.00909754759248,2023-09,0.0,0
018784-2023-CMPL,2023-09-20,Online,,Funeral Homes,Non-Delivery of Goods - N01,BA-1597008-2023,Roy L Gilmore Funeral Home,10/25/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,19102,LINDEN BLVD,,,,,SAINT ALBANS,NY,11412,Queens,412.0,27.0,4440471.0,4126010012.0,QN08,1004.0,394.0,40.69226407609313,-73.76011552830012,2023-09,0.0,0
018785-2023-CMPL,2023-09-20,Online,,Gas Station-Retail,Unknown,BA-1671314-2023,Roslyn Shel Inc.,10/27/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,220,MINEOLA AVE,,,,,ROSLYN HEIGHTS,NY,11577,Unknown,,,,,,,,,,2023-09,0.0,0
018786-2023-CMPL,2023-09-20,311,311-15949980,Drug Store Retail,Overcharge,BA-1315759-2022,HEALTH MAX,10/31/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,5313,5TH AVE,,,,,BROOKLYN,NY,11220,Brooklyn,307.0,38.0,3337313.0,3008160001.0,BK34,4001.0,100.0,40.64328860812045,-74.01219386089092,2023-09,0.0,0
018787-2023-CMPL,2023-09-20,311,311-15950347,Gas Station-Retail,Other - Z01,BA-971879-2022,BP GAS STATION,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,2317,CONEY ISLAND AVE,,,,,BROOKLYN,NY,11223,Brooklyn,315.0,48.0,3197870.0,3073150001.0,BK25,3002.0,582.0,40.60021422715644,-73.96132459169306,2023-09,0.0,0
018789-2023-CMPL,2023-09-20,311,311-15950534,Supermarket,Non-Delivery of Goods - N01,BA-1671317-2023,mama supermarket,10/31/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,3708,73RD ST,,,,,JACKSON HEIGHTS,NY,11372,Queens,403.0,25.0,4454471.0,4012830009.0,QN28,4008.0,291.0,40.74845165064172,-73.89264803828516,2023-09,0.0,0
018790-2023-CMPL,2023-09-21,Online,,Home Improvement Contractor,Unknown,BA-1671318-2023,Peregrine Hvac LLC,10/27/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1336,E 46TH ST,,,,,BROOKLYN,NY,11234,Brooklyn,318.0,45.0,3215336.0,3077710076.0,BK58,2000.0,732.0,40.62856521466534,-73.93182094262728,2023-09,0.0,0
018792-2023-CMPL,2023-09-21,311,311-15951051,Restaurant,Customer Data Shared Without Consent,BA-1671323-2023,Flavor 2 Lounge,09/22/2023,Referred,Federal Trade Commission,0.0,0.0,Complete Address,8920,AVENUE D,,,,,BROOKLYN,NY,11236,Brooklyn,318.0,42.0,3222229.0,3079460046.0,BK50,1004.0,962.0,40.645904902905215,-73.91278739920627,2023-09,0.0,0
12419-2023-CMPL,2023-07-03,311,311-15028724,Home Improvement Contractor,Unknown,BA-1600284-2023,Kengstone General Corporation,07/05/2023,Insufficient Info Received,-,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-07,0.0,0
018794-2023-CMPL,2023-09-21,311,311-15951503,Tobacco Retail Dealer,Other - Z01; Prohibited Item Sale to Minor,BA-1669928-2023,179 convenience,09/22/2023,Information Provided,,0.0,0.0,Complete Address,17940,HILLSIDE AVE,,,,,QUEENS,NY,11432,Queens,412.0,23.0,4445462.0,4099150037.0,QN61,1002.0,468.0,40.71276684744476,-73.78328985494953,2023-09,0.0,0
018795-2023-CMPL,2023-09-21,Online,,Electronics Store,Exchange/Refund/Return,BA-1671324-2023,Spectrum,10/25/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,3146,STEINWAY ST,,,,,LONG ISLAND CITY,NY,11103,Queens,401.0,22.0,4010532.0,4006580060.0,QN70,2001.0,155.0,40.760200802792426,-73.91801260872174,2023-09,0.0,0
018797-2023-CMPL,2023-09-21,311,311-15951578,Tobacco Retail Dealer,Other - Z01; Prohibited Item Sale to Minor; Unlicensed; Flavored Tobacco,BA-1671394-2023,187 HILLSIDE SMOKE ZONE CORPORATION,09/21/2023,Information Provided,,0.0,0.0,Complete Address,18742,HILLSIDE AVE,,,,,QUEENS,NY,11432,Queens,412.0,23.0,4212903.0,4099360031.0,QN61,1002.0,480.0,40.71495617180831,-73.77419962386375,2023-09,0.0,0
018798-2023-CMPL,2023-09-21,311,311-15951605,Tobacco Retail Dealer,Other - Z01; Prohibited Item Sale to Minor; Unlicensed; Flavored Tobacco,BA-1669928-2023,179 convenience,09/25/2023,Information Provided,,0.0,0.0,Complete Address,17940,HILLSIDE AVE,,,,,JAMAICA,NY,11432,Queens,412.0,23.0,4445462.0,4099150037.0,QN61,1002.0,468.0,40.71276684744476,-73.78328985494953,2023-09,0.0,0
018799-2023-CMPL,2023-09-21,311,311-15951750,Stoop Line Stand,Sidewalk Blocked,BA-1418719-2022,MEAT MARKET JAZMIN II CORP.,09/21/2023,Referred,NYS Department of Transportation,0.0,0.0,Complete Address,2356,GRAND CONCOURSE,,,,,BRONX,NY,10458,Bronx,205.0,15.0,2013737.0,2031590040.0,BX40,3001.0,38301.0,40.8588915411833,-73.89907450833981,2023-09,0.0,0
018800-2023-CMPL,2023-09-21,311,311-15951939,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/2023,Complaint Review Complete,,0.0,0.0,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3344163.0,3000270040.0,BK38,1010.0,21.0,40.70353110962287,-73.9895695882966,2023-09,0.0,0
018801-2023-CMPL,2023-09-21,311,311-15951971,Specialized Vending License - MFV,Price Not Posted,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/02/2023,Duplicate Complaint - DUP,,0.0,0.0,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3344163.0,3000270040.0,BK38,1010.0,21.0,40.70353110962287,-73.9895695882966,2023-09,0.0,0
018802-2023-CMPL,2023-09-21,311,311-15951982,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/06/2023,Complaint Review Complete,,0.0,0.0,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3388734.0,3000457501.0,BK38,1008.0,21.0,40.701763490800325,-73.98968166782515,2023-09,0.0,0
018803-2023-CMPL,2023-09-21,311,311-15951995,Specialized Vending License - MFV,Cashless Business,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,10/25/2023,Complaint Review Complete,,0.0,0.0,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3388734.0,3000457501.0,BK38,1008.0,21.0,40.701763490800325,-73.98968166782515,2023-09,0.0,0
018804-2023-CMPL,2023-09-21,311,311-15952003,Specialized Vending License - MFV,Cashless Business,BA-1671326-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,11/06/2023,Complaint Review Complete,,0.0,0.0,Complete Address,168,CADMAN PLZ W,,,,,BROOKLYN,NY,11201,Unknown,302.0,33.0,,,BK09,4001.0,1.0,40.699534865184205,-73.99117867990532,2023-09,0.0,0
018805-2023-CMPL,2023-09-21,311,311-15952016,Specialized Vending License - MFV,Price Not Posted,BA-1669505-2023,NYC Soft Ice Cream trucks owned by Eddie Cumart,03/04/2024,Duplicate Complaint - DUP,,0.0,0.0,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3000078.0,3000350012.0,BK38,1005.0,21.0,40.703100507435614,-73.99418973558447,2023-09,0.0,0
018806-2023-CMPL,2023-09-21,Online,,Restaurant,Unknown,BA-1671327-2023,Ayada,10/26/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,75,9TH AVE,,,,,NEW YORK,NY,10011,Manhattan,104.0,3.0,1012541.0,1007130001.0,MN13,3002.0,83.0,40.74187575596408,-74.0047129866918,2023-09,0.0,0
018807-2023-CMPL,2023-09-21,311,311-15951989,Restaurant,Price Gouging,BA-1314912-2022,GLATT CONEY,10/21/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1558,CONEY ISLAND AVE,,,,,BROOKLYN,NY,11230,Brooklyn,312.0,44.0,3171991.0,3065460014.0,BK46,1001.0,454.0,40.61937930534828,-73.9641627453872,2023-09,0.0,0
018808-2023-CMPL,2023-09-21,Online,,Laundry - 064,Non-Delivery of Service - N02,BA-1671328-2023,Laundryheap,10/25/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,252,W 108TH ST,,,,,NEW YORK,NY,10025,Manhattan,107.0,7.0,1056672.0,1018790061.0,MN09,4000.0,195.0,40.8025956706683,-73.96680923366229,2023-09,0.0,0
